등급 인정처,호텔업 구분,결정 등급,등급 결정일,지역,호텔명,객실수,주소,전화번호,홈페이지,위도,경도,평점,1인용 객실 여부,1인용 객실 가격,2인용 객실 여부,2인용 객실 가격,3인용 객실 가격,3인용 객실 여부,4인용 객실 가격,4인용 객실 여부,냉장고,TV,난방,에어컨,욕조,테라스,커피/티 메이커,인터넷,세탁기,다람질 서비스,전용 수영장,반려동물 동반 있음,주방,주차장,체육관/피트니스,24시간 데스크,금연객실,스파/사우나,레스토랑,흡연 구역,더블베드,퀸베드,싱글베드
한국관광협회중앙회,관광호텔업,2성,2021-12-15,부산광역시,소르젠떼 비지니스 호텔,46,부산광역시 사상구 광장로81번길 55  (괘법동),051-715-2340,http://www.sorgente-hotel.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,4성,2021-12-13,서울특별시,L7 강남 바이 롯데,333,서울특별시 강남구 테헤란로 415 L7 강남 (삼성동),02-2011-1000,https://www.lottehotel.com/gangnam-l7/ko.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,소형호텔업,2성,2021-12-13,강원도,하슬라 아트 월드 뮤지엄 호텔,23,강원도 강릉시 강동면 율곡로 1441 ,033-644-9411,https://museumhaslla.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,5성,2021-12-10,인천광역시,네스트 호텔 (a member of Design Hotels™),370,인천광역시 중구 영종해안남로 19-5 (운서동),032-743-9000,https://www.nesthotel.co.kr,37.4248965,126.42384,4.4,없음,,있음,153000.0,있음,198000.0,없음,,있음,있음,있음,있음,있음,있음,있음,있음,있음,있음,있음,없음,없음,있음,있음,있음,있음,없음,있음,있음,있음,있음,있음
한국관광협회중앙회,가족호텔업,2성,2021-12-09,경상남도,거제뷰 골프텔,40,경상남도 거제시 거제면 두동로 259-80  ,055-639-2201,http://www.geojeview.co.kr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,5성,2021-12-08,서울특별시,"조선 팰리스 서울 강남, 럭셔리 컬렉션 호텔",254,서울특별시 강남구 테헤란로 231  (역삼동),02-727-7200,https://jpy.josunhotel.com/main.do,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,3성,2021-12-07,서울특별시,롯데시티호텔 김포공항,197,서울특별시 강서구 하늘길 38  (방화동),02-6116-1000,https://www.lottehotel.com/gimpo-city/ko.html/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,2성,2021-12-06,인천광역시,호텔시애틀 인천공항점,43,인천광역시 중구 신도시남로150번길 8  (운서동),032-752-1170,http://hotelseattle.modoo.at,37.494534,126.4872935,4.0,있음,81000.0,있음,90000.0,있음,120000.0,없음,,있음,있음,있음,있음,있음,없음,있음,있음,없음,없음,없음,없음,있음,있음,없음,있음,있음,있음,있음,있음,있음,없음,있음
한국관광협회중앙회,관광호텔업,4성,2021-12-04,경기도,블룸비스타호텔앤컨퍼런스주식회사 ,292,경기도 양평군 강하면 강남로 316  ,031-770-8888,http://www.bloomvista.co.kr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,소형호텔업,2성,2021-12-03,인천광역시,선재해림,20,인천광역시 옹진군 영흥면 선재로226번길 107-34 ,032-880-1688,http://www.sj-haelim.com,37.2522053,126.5224212,4.0,없음,,있음,279000.0,있음,357000.0,있음,520000.0,있음,있음,있음,있음,있음,없음,있음,있음,없음,없음,있음,있음,있음,있음,없음,있음,있음,있음,있음,있음,없음,있음,있음
한국관광협회중앙회,관광호텔업,2성,2021-11-30,부산광역시,명지 오이아 호텔,51,부산광역시 강서구 명지국제6로1번길 24 (도하마린타워) (명지동),051-207-1201,https://bsoiahotel.modoo.at/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,3성,2021-11-26,경기도,호텔 에스알 스위츠,66,경기도 성남시 분당구 황새울로319번길 9 (서현동),031-702-6565,http://www.srsuites.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,4성,2021-11-26,광주광역시,홀리데이 인 광주 호텔,205,광주광역시 서구 상무누리로 55  (치평동),062-610-7000,http://higwangju.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,2성,2021-11-22,서울특별시,에이치에비뉴 호텔 이대,94,서울특별시 마포구 신촌로 152  (노고산동),02-702-4577,http://havenue.gamsunglab.com/branch4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,2성,2021-11-22,서울특별시,호텔 DM,100,서울특별시 종로구 난계로29길 73  (숭인동),02-2236-3144,http://www.hotel-dm.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,5성,2021-11-19,서울특별시,서울 신라 호텔,464,서울특별시 중구 동호로 249  (장충동2가),02-2233-3131,https://www.shilla.net/seoul/index.do,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,1성,2021-11-19,서울특별시,써클 호텔 서울,40,서울특별시 마포구 양화로 15 써클호텔 (합정동),02-338-0018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,2성,2021-11-19,경상북도,엘라포니시,52,경상북도 경주시 감포읍 동해안로 1594 ,054-741-5000,http://elafonisi.co.kr/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,3성,2021-11-18,대전광역시,레전드 호텔,74,대전광역시 유성구 계룡로141번길 21  (봉명동),042-229-8000,http://www.legendhotel.co.kr/kor/index.do,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,2성,2021-11-18,전라남도,케이스테이관광호텔,48,전라남도 강진군 군동면 청자로 299 케이스테이관광호텔 ,061-1661-0117,http://www.kstayhotel.co.kr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,가족호텔업,5성,2021-11-12,서울특별시,그랜드 머큐어 앰배서더 호텔 앤 레지던스 서울 용산,196,서울특별시 용산구 청파로20길 95 서울드래곤시티 (한강로3가),02-2223-7000,https://www.seouldragoncity.com/ko/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,가족호텔업,5성,2021-11-12,서울특별시,노보텔 스위트 앰배서더 서울 용산,264,서울특별시 용산구 청파로20길 95 서울드래곤시티 (한강로3가),02-2223-7000,https://sdc-club.com/ko/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,1성,2021-11-12,울산광역시,H 호텔,44,울산광역시 남구 화합로178번길 7 H호텔 (삼산동),052-271-9044,http://www.hhotelkorea.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,가족호텔업,2성,2021-11-12,경상북도,안동 리첼 호텔,90,경상북도 안동시 관광단지로 346-69  (성곡동),054-850-9700,http://richell-andong.co.kr/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,2성,2021-11-12,경상남도,통영 엔쵸비 관광호텔,43,경상남도 통영시 동호로 56  (정량동),055-642-6000,http://www.anchovyhotel.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,3성,2021-11-12,경기도,호텔더메이,125,경기도 남양주시 별내2로 70  (별내동),031-551-8700,http://www.hotelthemay.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,1성,2021-11-12,서울특별시,호텔 에스,86,서울특별시 강서구 곰달래로 108 (화곡동),02-2602-6002,http://www.s-hotel.co.kr/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,1성,2021-11-03,부산광역시,에이치에비뉴 호텔 광안리,29,"부산광역시 수영구 민락수변로 29 11층, 12층 (민락동)",051-753-1340,http://havenue.gamsunglab.com/branch2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,5성,2021-11-03,서울특별시,몬드리안 서울 이태원 (구. 호텔캐피탈),297,서울특별시 용산구 장문로 1  (이태원동),02-2076-2000,http://mondrian-seoul.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,3성,2021-11-03,부산광역시,호메르스 호텔,143,부산광역시 수영구 광안해변로 217 (광안동),051-750-8000,http://www.homershotel.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,4성,2021-10-28,경상남도,그랜드 머큐어 앰배서더 창원 (구. 풀만 앰배서더 창원),321,경상남도 창원시 의창구 원이대로 332 (대원동),055-600-0700,https://www.ambatel.com/grandmercure/changwon/ko/main.do,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,4성,2021-10-28,경기도,라마다 프라자 수원 호텔,287,경기도 수원시 팔달구 중부대로 150 라마다프라자 수원 호텔 (인계동),031-230-0001,http://www.ramadaplazasuwon.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,2성,2021-10-28,부산광역시,선트리 관광호텔,32,부산광역시 해운대구 달맞이길 209 1층 (중동),051-742-0021,http://www.suntreehotel.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,1성,2021-10-28,경상북도,풍기 관광 호텔,47,경상북도 영주시 풍기읍 풍기로 53 풍기관광호텔 ,054-637-8800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,1성,2021-10-22,인천광역시,VOW관광호텔,73,인천광역시 계양구 계양문화로59번길 9 (계산동),032-545-1111,http://www.hotelvow.com,37.5359679,126.7313141,4.2,없음,,있음,60900.0,없음,,없음,,있음,있음,있음,있음,있음,없음,있음,있음,없음,없음,없음,없음,없음,있음,없음,있음,있음,없음,있음,있음,없음,있음,없음
한국관광협회중앙회,관광호텔업,3성,2021-10-22,경상북도,스위트 호텔 경주,34,경상북도 경주시 보문로 280-12  (북군동),054-778-5300,http://www.suites.co.kr/gyeongju/ko/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,3성,2021-10-22,경기도,어반 부티크 호텔,80,경기도 안양시 동안구 흥안대로 497  (관양동),031-421-0000,http://www.urbanhotel.co.kr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,2성,2021-10-15,부산광역시,라메르 호텔,49,부산광역시 동구 조방로34번길 9  (범일동),051-634-3001,http://lamerhotel.co.kr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,4성,2021-10-15,서울특별시,서울가든호텔,372,서울특별시 마포구 마포대로 58  (도화동),02-710-7111,https://seoulgarden.co.kr/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,3성,2021-10-15,전라북도,호텔 은파팰리스,65,전라북도 군산시 은파순환길 20  (나운동),063-467-7000,http://www.h-eunpapalace.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,2성,2021-10-15,부산광역시,호텔 런더너 광안점,45,부산광역시 수영구 민락본동로 12-4  (민락동),051-755-0055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,2성,2021-09-19,울산광역시,에이치에비뉴호텔 울산삼산점,57,울산광역시 남구 삼산로395번길 11 해야호텔 (삼산동),052-256-2980,http://www.haeyahotel.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,2성,2021-09-15,부산광역시,베스트 루이스 해밀턴 호텔 서부산점,50,부산광역시 강서구 범방3로29번길 6  (범방동),051-660-6900,http://www.bestlouishamilton.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,2성,2021-09-10,충청남도,(주)호텔 로씨오,52,충청남도 당진시 송악읍 한진포구길 30-38  ,041-355-3100,http://hotelrocio.kr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,4성,2021-09-10,서울특별시,알로프트서울명동호텔,223,서울특별시 중구 남대문로 56  (명동2가),02-2084-1000,http://www.aloftseoulmyeongdong.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,가족호텔업,3성,2021-09-10,경상남도,호텔스테이온,63,경상남도 거제시 장평1로9길 21-4  (장평동),055-922-1700,http://www.codelliahotel.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,2성,2021-09-03,경기도,웨스트나인호텔,65,경기도 김포시 김포한강9로75번길 64  (구래동),031-982-5821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,4성,2021-09-01,서울특별시,오라카이 대학로 호텔,232,서울특별시 종로구 율곡로 180  (원남동),02-6353-7700,http://www.orakaihotels.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,3성,2021-09-01,서울특별시,호텔 엔트라,92,서울특별시 강남구 도산대로 508  (청담동),02-500-1500,http://www.entrahotel.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,2성,2021-08-26,부산광역시,호텔 라온,67,부산광역시 해운대구 송정광어골로 39 호텔라온 (송정동),051-714-0003,http://www.busan-laon.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,4성,2021-08-24,경기도,그래비티 서울 판교 오토그래프 컬렉션,306,경기도 성남시 분당구 판교역로146번길 2 (백현동),031-539-4880,http://www.gravityhotel.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,5성,2021-08-23,서울특별시,JW 메리어트 동대문스퀘어 서울,170,서울특별시 종로구 청계천로 279  (종로6가),02-2276-3000,http://www.jwmarriottddm.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,가족호텔업,5성,2021-08-18,인천광역시,오크우드 프리미어 인천 호텔,423,인천광역시 연수구 컨벤시아대로 165 (송도동),032-726-2000,http://www.oakwoodpremier.co.kr/,37.389219,126.6403209,4.6,없음,,있음,266000.0,있음,338000.0,있음,426000.0,있음,있음,있음,있음,있음,없음,있음,있음,없음,있음,없음,없음,있음,있음,있음,있음,있음,있음,있음,있음,있음,없음,있음
한국관광협회중앙회,관광호텔업,1성,2021-08-12,경기도,호텔 제니스,59,경기도 부천시 길주로77번길 19-22 제니스호텔 (상동),032-329-3333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,2성,2021-07-28,경상북도,노블리온 호텔 ,42,경상북도 포항시 남구 희망대로659번길 20  (대잠동),054-272-0009,https://www.instagram.com/noblionhotel/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,2성,2021-07-28,경기도,호텔 심포니,64,경기도 수원시 영통구 반달로128번길 13 (영통동),031-206-2106,http://www.amourhotel.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,2성,2021-07-28,경기도,호텔 아모르,64,경기도 수원시 영통구 반달로128번길 9 (영통동),031-206-0942,http://www.amourhotel.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,3성,2021-07-23,경상남도,스카이뷰 관광호텔,94,경상남도 창원시 마산합포구 해안대로 317  (신포동2가),055-248-2700,https://www.skyviewhotel.kr/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,5성,2021-07-23,서울특별시,그랜드 인터컨티넨탈 서울 파르나스,550,서울특별시 강남구 테헤란로 521 그랜드 인터컨티넨탈 서울 파르나스 (삼성동),02-555-5656,http:// https://www.grandicparnas.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,4성,2021-07-23,부산광역시,아바니 센트럴 부산,281,부산광역시 남구 전포대로 133  (문현동),051-791-5800,http://www.avanihotels.com/ko/central-busan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,3성,2021-07-14,서울특별시,롯데시티호텔 구로,287,서울특별시 구로구 디지털로 300 지밸리비즈플라자 (구로동),02-6210-1000,https://www.lottehotel.com/guro-city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,4성,2021-07-14,강원도,쏠비치 호텔 삼척,217,강원도 삼척시 수로부인길 453 (갈천동),033-803-7955,https://www.sonohotelsresorts.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,2성,2021-07-14,경상남도,웰니스 호텔 인산가,36,경상남도 함양군 함양읍 삼봉로 292-90  ,055-963-9585,http://www.wellnesshotel.co.kr/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,2성,2021-07-14,대구광역시,팔공산 온천 관광호텔,36,대구광역시 동구 팔공산로185길 11 (용수동),053-985-8080,http://www.palgongspa.co.kr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,1성,2021-07-12,서울특별시,드어반 호텔,46,서울특별시 강서구 곰달래로24길 35  (화곡동),02-2602-6393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,4성,2021-07-07,서울특별시,포포인츠 바이 쉐라톤 조선 서울 명동,375,서울특별시 중구 삼일대로10길 36  (저동2가),02-6466-6000,https://www.josunhotel.com/hotel/fpbsmyeongdong.do,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,2성,2021-07-07,서울특별시,글루호텔,53,서울특별시 종로구 율곡로 228  (이화동),02-2024-8400,http://gluehotel.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,3성,2021-07-07,강원도,뉴동해관광호텔,63,강원도 동해시 평릉길 1  (천곡동),033-533-9215,http://hotelnd.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,4성,2021-07-07,강원도,롯데 리조트 속초,392,강원도 속초시 대포항길 186 (대포동),033-634-1101,http://www.lotteresort.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,2성,2021-07-07,서울특별시,리치 다이아몬드 호텔,76,서울특별시 강북구 삼양로 500-18  (수유동),02-905-9131,http://http://www.richdiamondhotel.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,3성,2021-07-07,서울특별시,신라스테이 서초,305,서울특별시 서초구 효령로 427  (서초동),02-2219-9101,https://www.shillastay.com/seocho/index.do?lang=ko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,3성,2021-07-07,광주광역시,씨에스 호텔,94,광주광역시 서구 상무평화로 128 (치평동),062-363-3300,http://cshotel.kr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,4성,2021-07-07,서울특별시,,코트야드 바이 메리어트 서울 타임스퀘어,283,서울특별시 영등포구 영중로 15  (영등포동4가),02-2638-3000,http://www.courtyardseoul.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,5성,2021-07-07,서울특별시,페어몬트 앰배서더 서울,326,서울특별시 영등포구 여의대로 108  (여의도동),02-3395-6000,https://www.fairmont.co.kr/seoul/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,5성,2021-07-07,서울특별시,롯데 호텔 서울,1015,서울특별시 중구 을지로 30  (소공동),02-771-1000,http://www.lottehotel.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,5성,2021-07-07,서울특별시,롯데 호텔 월드,482,서울특별시 송파구 올림픽로 240  (잠실동),02-419-7000,https://www.lottehotel.com/world-hotel/ko.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,1성,2021-07-07,경기도,호텔씨엘,54,경기도 하남시 대청로22번길 9-9 신장동 524-11 (신장동),031-341-1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,4성,2021-07-02,전라남도,벨메르 바이 한화호텔앤드리조트,100,전라남도 여수시 웅천남4로 17  (웅천동),061-924-1500,https://www.hanwharesort.co.kr/irsweb/resort3/resort/rs_room.do?bp_cd=2201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,가족호텔업,1성,2021-06-17,경상남도,HOTEL GA JO,30,경상남도 거창군 가조면 온천길 108-11  ,055-944-0112,https://www.hotelgajo.co.kr/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,3성,2021-06-17,강원도,동해현진관광호텔,82,강원도 동해시 동굴로 125-3 . (천곡동),033-539-2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,2성,2021-06-17,부산광역시,라이온호텔 ,73,부산광역시 부산진구 중앙대로691번가길 14-7  (부전동),051-808-3593,http://www.lionhotelbusan.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,4성,2021-06-17,전라남도,쏠비치 진도,98,전라남도 진도군 의신면 송군길 30-40  ,061-899-7000,http://www.daemyungresort.com/sb/jd/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,3성,2021-06-17,대구광역시,제이비관광호텔,47,대구광역시 동구 율암로 162  (상매동),053-964-2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,3성,2021-06-17,대구광역시,퀸벨 호텔,62,대구광역시 동구 동촌로 200  (방촌동),053-282-1000,http://www.queenvell.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,2성,2021-06-17,부산광역시,하운드호텔 기장일광점,55,부산광역시 기장군 일광면 해송3로 2  ,051-723-3322,https://houndig.modoo.at/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,3성,2021-06-17,서울특별시,호텔 미드시티 명동 (구. 에이퍼스트호텔 명동),140,서울특별시 중구 다동길 30  (다동),02-3788-5888,https://www.midcity.co.kr/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,4성,2021-06-17,경상남도,호텔 아리나,78,경상남도 밀양시 삼문강변로 82  (삼문동),055-350-7000,http://www.hotelarina.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,4성,2021-06-08,대전광역시,롯데시티호텔 대전,306,대전광역시 유성구 엑스포로123번길 33  (도룡동),042-333-1000,https://www.lottehotel.com/daejeon-city/ko.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,3성,2021-06-08,충청남도,신라스테이 천안,305,충청남도 천안시 서북구 동서대로 177 (성정동),041-415-9000,https://www.shillastay.com/cheonan/index.do?lang=ko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,4성,2021-06-08,부산광역시,신라스테이 해운대,407,부산광역시 해운대구 해운대로570번길 46 (우동),051-912-9000,https://www.shillastay.com/haeundae/index.do?lang=ko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,4성,2021-06-08,강원도,쏠비치 양양,214,강원도 양양군 손양면 선사유적로 678  ,033-670-3622,https://www.sonohotelsresorts.com/sb/yy/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,3성,2021-06-08,경상남도,에비뉴 호텔 창원,60,경상남도 창원시 의창구 용지로169번길 5  (용호동),055-263-7200,http://www.hotelavenue.co.kr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,3성,2021-06-08,서울특별시,트레블로지 명동 시티홀 호텔 (구. 호텔 아로파),129,서울특별시 중구 세종대로16길 22  (북창동),02-6362-6000,http://www.travelodgemyeongdongcityhall.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,1성,2021-06-08,서울특별시,호텔 감,37,서울특별시 강동구 천호대로159길 22-36  (천호동),02-486-5600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,3성,2021-06-08,부산광역시,호텔 센트럴베이,134,부산광역시 수영구 광안해변로 189  (광안동),051-982-9700,http://www.centralbay.co.kr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,1성,2021-06-08,경기도,호텔야자 관광호텔,35,"경기도 성남시 수정구 위례광장로 9-10 9층,10층 (창곡동)",031-759-0508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,4성,2021-05-26,전라남도,히든 베이 호텔,131,전라남도 여수시 신월로 496-25  (신월동),061-680-3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,4성,2021-05-25,전라북도,스위트 호텔 남원,59,전라북도 남원시 주천면 원천로 217 ,063-630-7100,http://www.suites.co.kr/namwon/ko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,3성,2021-05-25,서울특별시,호텔 파크하비오,472,"서울특별시 송파구 송파대로 111  (문정동, 파크하비오)",02-6925-2900,http://www.hotelparkhabio.co.kr/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,4성,2021-05-25,경상남도,스탠포드 호텔&리조트 ,144,경상남도 통영시 도남로 347 (도남동),055-725-0000,http://www.stanfordtongyeong.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,2성,2021-05-25,부산광역시,씨엘오션호텔,51,부산광역시 강서구 명지국제6로34번길 22  (명지동),051-271-8686,https://cohotel.modoo.at/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한국관광협회중앙회,관광호텔업,2성,2021-05-25,서울특별시,카파쓰 호텔,48,서울특별시 강남구 언주로89길 21,02-6205-3900,http://www.capace.co.kr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
